respondent_id,dept,tenure_years,role_level,region,exit_date,satisfaction,response
R-1487,Support,0.5,Manager,EMEA,2025-03-05,2,"I left to keep learning, simple as that. To be fair, overall a decent run with a quiet ending."
R-1488,Marketing,0.25,IC,NA,2025-07-23,1,"Pay compression meant my new report earned more than I did, plus the overtime was unpaid, expected, and endless, plus I was done, fully and completely done."
R-1489,Sales,1.25,IC,LATAM,2025-04-30,4,"The internal documentation was surprisingly thorough. Also, it was simply time for something new."
R-1490,People,3,IC,APAC,2025-03-27,3,"I left to keep learning, simple as that — and honestly, I left over the commute, which is really to say over the mandate."
R-1491,Operations,3.75,IC,APAC,2024-11-11,5,Two reorgs erased the role I was being groomed for.
R-1492,Engineering,4.5,Lead,EMEA,2024-08-23,3,"Truthfully, the annual raise did not even cover the parking increase and at the same time I am switching industries to be closer to healthcare work."
R-1493,Engineering,9,IC,NA,2024-07-14,1,"For what it is worth, the title changed once in five years and the work never did."
R-1494,Engineering,16.5,IC,NA,2025-05-29,4,"I burned out, recovered a little, and burned out again. Also, I enjoyed the early years quite a bit."
R-1495,Support,4,IC,NA,2025-05-16,3,"The project I leave behind is in capable hands. Meanwhile, the relocation was for my partner's job."
R-1496,Sales,7.25,IC,LATAM,2025-06-09,3,"For what it is worth, the workload was relentless and the headcount never came. Meanwhile, an opportunity came along that was too specific to pass up."
R-1497,Engineering,10.75,IC,LATAM,2025-02-25,2,I handed in my notice the morning after the announcement and at the same time I am switching industries to be closer to healthcare work.
R-1498,Marketing,2.25,IC,NA,2025-06-04,2,"In the end, I told myself one more bad month and I meant it."
R-1499,Engineering,16,IC,NA,2024-07-09,1,"For what it is worth, management hid bad news until it was unavoidable — and honestly, the decision to quit made itself by the end."
R-1500,Support,7.5,IC,NA,2025-07-29,1,"No recovery time ever followed the big pushes. To be fair, the exit was a long time coming and overdue."
R-1501,Marketing,1.75,Lead,EMEA,2025-03-22,3,"For what it is worth, feedback only ever flowed one direction here."
R-1502,Engineering,3.75,Lead,NA,2025-09-07,3,Where to start — salary discussions went nowhere for two cycles and at the same time the backlog grew faster than any human could drain it.
R-1503,Operations,9,Director,EMEA,2024-08-16,2,"I clocked seventy-hour weeks through the last push, plus I chose to walk away and I have not looked back."
R-1504,Engineering,1,Manager,NA,2025-09-06,1,"Middle management here exists to forward emails. Beyond that, my exit plan started the day the new policy dropped and on top of that the tools and equipment were always solid."
R-1505,Engineering,1.5,IC,NA,2025-10-07,2,"If I am being candid, pay was fine at hire and then quietly fell behind year after year. To be fair, my coworkers made the hard stretches bearable."
R-1506,Operations,3.75,IC,APAC,2024-10-06,3,"My manager was kind but powerless, which somehow felt worse. To be fair, the desk booking app was the final straw, somehow."
R-1507,Support,9.75,IC,NA,2025-01-12,4,Pedí un aumento dos veces y nunca llegó y además no recuerdo una semana sin una urgencia de última hora.
R-1508,Engineering,7.5,Manager,NA,2025-06-21,3,"The product problems were interesting most of the time — and honestly, the tools and equipment were always solid. Also, overall a decent run with a quiet ending."
R-1509,Sales,0.5,IC,APAC,2024-12-26,4,"Plainly put, the company swag was genuinely good, for what that is worth — and honestly, the tools and equipment were always solid."
R-1510,People,1.5,Manager,APAC,2025-04-13,1,"My pay never recovered from joining during the hiring freeze — and honestly, it was simply time for something new."
R-1511,People,4,Manager,APAC,2025-09-28,2,"I learned the trade here and I am grateful for that — and honestly, I am switching industries to be closer to healthcare work."
R-1512,Operations,0.5,IC,LATAM,2024-07-25,2,Short version: the offboarding process was smooth and respectful and on top of that the team itself was genuinely kind.
R-1513,Sales,1.5,IC,NA,2024-08-05,3,"Low pay, full stop — and honestly, the company swag was genuinely good, for what that is worth."
R-1514,Support,6.5,IC,APAC,2025-04-23,5,"No hay una sola razón, simplemente se terminó el capítulo y además la salida fue tranquila y respetuosa, eso lo agradezco."
R-1515,Sales,6,Lead,LATAM,2024-10-21,2,"Base salary here lags the industry by a wide margin. Beyond that, no one above me ever said the words I was wrong."
R-1516,Support,1,Director,NA,2025-09-25,4,"Truthfully, a former colleague recruited me into the new role, plus nothing dramatic to report from my corner."
R-1517,Engineering,2.75,IC,EMEA,2025-09-20,3,Since you asked: the management training was a video from 2011 and at the same time the commute cost more than the raise I never got.
R-1518,Sales,9,IC,LATAM,2024-12-27,2,"Look — my paycheck did not reflect the scope I carried — and honestly, I had to get out before it got worse."
R-1519,Sales,1.5,Manager,EMEA,2024-07-20,1,"For what it is worth, pay was fine at hire and then quietly fell behind year after year. Meanwhile, the management layer above me was pure noise. Beyond that, I asked for help with the volume and got a prioritization framework."
R-1520,People,0.75,Lead,EMEA,2025-07-14,4,"The merit increase was two percent in a year of double-digit inflation. To be fair, covering two open roles for a year hollowed me out. Beyond that, the team itself was genuinely kind."
R-1521,Operations,12,IC,NA,2025-01-27,1,"Truthfully, my boss gave me a glowing review and a terrible rating. To be fair, I am taking time off before deciding what is next."
R-1522,Support,1.75,IC,EMEA,2025-02-22,5,"Nothing dramatic to report from my corner. Beyond that, the exit interview questions were thoughtful, including this one."
R-1523,People,11.25,Manager,APAC,2025-02-18,4,Where to start — the benefits package was reasonable overall and on top of that the company is full of talented people.
R-1524,People,15.25,Manager,APAC,2024-07-27,1,"A competing offer beat my pay by forty percent and at the same time the management layer above me was pure noise and at the same time work from home was the one benefit I could not give up. Beyond that, the exit was a long time coming and overdue."
R-1525,Operations,11.75,Lead,APAC,2025-01-25,1,"I quit without another job lined up, which says everything."
R-1526,Marketing,4.25,IC,APAC,2024-10-05,4,"I asked for stretch projects and got maintenance work. Beyond that, I am taking time off before deciding what is next."
R-1527,Support,1,Lead,NA,2025-12-30,2,"The onboarding I received years ago was excellent, plus my time here taught me a lot about the industry."
R-1528,People,11.25,IC,NA,2024-09-08,5,"If I am being candid, flexibility was the deal when I joined and the deal changed. To be fair, I learned the trade here and I am grateful for that."
R-1529,Engineering,16,Lead,NA,2025-12-20,1,Mi jefe nunca escuchaba lo que decía el equipo y además la política de oficina cambió tres veces en un año y además me fui antes de que me costara algo más que un empleo.
R-1530,Engineering,2.25,Director,NA,2025-08-02,4,"Home office setups went from reimbursed to forbidden. Meanwhile, the mission still resonates with me."
R-1531,People,6.5,Lead,NA,2025-03-13,3,"In the end, base salary here lags the industry by a wide margin. Also, middle management here exists to forward emails."
R-1532,Engineering,13,IC,APAC,2025-02-16,4,"Simply put, pay compression meant my new report earned more than I did. Beyond that, the snacks were good and the coffee was terrible, for the record."
R-1533,Support,7.75,Manager,EMEA,2025-01-24,2,"Compensation was the one thing they refused to discuss honestly. Beyond that, the relocation was for my partner's job."
R-1534,Support,1.75,Lead,NA,2025-01-27,3,"My coworkers made the hard stretches bearable and on top of that no single reason, just the sense that the chapter ended."
R-1535,Operations,0.5,Manager,APAC,2025-09-27,1,The skip-level meetings were scripted and pointless and at the same time the resignation letter sat in my drafts for six months before I sent it.
R-1536,Engineering,11.5,IC,APAC,2024-11-04,2,"Short version: no one above me ever said the words I was wrong. Beyond that, the new role is closer to home, which mattered to my family."
R-1537,Engineering,2.75,IC,NA,2024-11-16,5,There is real regret mixed in with the relief and at the same time the relocation was for my partner's job.
R-1538,Marketing,2,IC,NA,2025-01-21,3,"The benefits package was reasonable overall, plus family circumstances made this change necessary. To be fair, nothing dramatic to report from my corner."
R-1539,Engineering,1.5,IC,APAC,2025-12-08,3,"I enjoyed the early years quite a bit. To be fair, I learned the trade here and I am grateful for that."
R-1540,Engineering,10.25,IC,NA,2025-10-19,2,"Plainly put, I made friendships here that will outlast the job. Beyond that, the offboarding process was smooth and respectful."
R-1541,Marketing,11,IC,APAC,2024-12-11,3,"For what it is worth, the mission still resonates with me, plus I made friendships here that will outlast the job."
R-1542,People,4.25,IC,EMEA,2025-07-15,3,"My career flatlined after the second year, plus I wish the next cohort a smooth ride."
R-1543,Support,0.5,IC,APAC,2024-10-27,2,"Honestly the salary was the deal breaker. Beyond that, the career ladder ended two rungs above where I stood. To be fair, I was counting the days until my vesting cliff and then I was gone."
R-1544,Engineering,0.25,Manager,EMEA,2025-04-27,5,"For what it is worth, the workload was relentless and the headcount never came and at the same time my time here taught me a lot about the industry."
R-1545,People,8.75,IC,NA,2025-08-29,4,The benefits package was reasonable overall and at the same time the mission still resonates with me.
R-1546,People,8.5,Manager,NA,2024-09-12,3,"The interview process that brought me in was the best I have experienced, plus I am switching industries to be closer to healthcare work."
R-1547,Sales,4.5,IC,NA,2024-09-04,5,"After five rounds of reflection: no single reason, just the sense that the chapter ended — and honestly, the product problems were interesting most of the time and on top of that the relocation was for my partner's job."
